Latitude: 71.3225  Longitude: -156.6231
X & Y on Lambert Conformal Conic: -2090640.99 3946572.76
Tile: 14412
Elevation: 0 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2013,183,86400.00,1.90,302.79,0.00,11.50,1.99,248.22
2013,184,86400.00,6.86,202.85,0.00,8.90,1.26,234.77
2013,185,86400.00,0.00,274.38,0.00,12.55,4.40,298.03
2013,186,86400.00,2.19,166.07,0.00,9.07,3.09,330.37
2013,187,86400.00,0.00,238.60,0.00,10.41,3.67,281.97
2013,188,86400.00,0.00,205.32,0.00,7.42,1.84,267.40
2013,189,86400.00,0.00,233.18,0.00,6.96,0.36,219.10
2013,190,86400.00,0.00,133.24,0.00,2.92,-0.55,398.23
2013,191,86400.00,0.00,215.41,0.00,5.00,-0.96,219.69
2013,192,86400.00,0.00,181.90,0.00,5.68,0.74,297.65
2013,193,86400.00,0.00,212.27,0.00,7.39,1.42,241.08
2013,194,86400.00,0.00,197.93,0.00,8.72,3.40,289.78
2013,195,86400.00,0.00,236.38,0.00,10.98,4.13,292.05
2013,196,86400.00,1.18,251.68,0.00,12.93,5.30,318.73
2013,197,86400.00,2.88,199.98,0.00,12.69,3.94,287.90
2013,198,86400.00,0.00,256.06,0.00,12.66,4.53,300.82
2013,199,86400.00,0.00,243.51,0.00,13.89,6.28,342.52
2013,200,86400.00,0.00,137.03,0.00,9.06,5.34,558.57
2013,201,86400.00,0.00,212.56,0.00,13.32,7.13,364.73
2013,202,86400.00,0.00,267.57,0.00,17.51,7.75,381.51
2013,203,86400.00,0.00,248.01,0.00,14.88,6.43,346.47
2013,204,86400.00,2.96,105.37,0.00,6.35,2.28,559.44
2013,205,86400.00,0.00,59.67,0.00,3.95,2.40,725.67
2013,206,86400.00,1.68,94.40,0.00,6.11,3.43,673.39
2013,207,86400.00,0.00,157.69,0.00,6.80,2.23,458.77
2013,208,86400.00,11.72,173.89,0.00,10.59,2.66,394.42
2013,209,86400.00,4.22,182.13,0.00,14.89,5.50,544.18
2013,210,84800.47,0.00,192.49,0.00,6.03,0.03,449.30
2013,211,81495.48,2.23,177.57,0.00,12.28,3.90,577.48
2013,212,79612.72,0.00,209.96,0.00,8.68,2.15,503.95
2013,213,78117.82,0.00,229.87,0.00,15.97,8.33,640.22
2013,214,76827.41,4.55,159.77,0.00,13.94,7.14,798.80
2013,215,75667.60,4.58,105.15,0.00,7.76,3.86,805.16
2013,216,74599.88,6.21,93.05,0.00,6.22,2.87,750.53
2013,217,73601.28,0.00,47.32,0.00,2.81,1.83,696.75
2013,218,72656.77,0.00,110.97,0.00,4.02,1.15,663.88
2013,219,71755.96,0.00,140.70,0.00,6.30,2.57,734.98
2013,220,70891.28,0.00,71.90,0.00,3.97,2.22,716.69
2013,221,70057.04,2.04,61.80,0.00,4.45,2.41,726.65
2013,222,69248.84,8.19,80.31,0.00,5.70,2.98,756.54
2013,223,68463.19,0.00,267.27,0.00,15.68,4.41,648.22
2013,224,67697.28,0.00,217.89,0.00,12.17,5.26,788.39
2013,225,66948.80,0.00,143.74,0.00,6.81,2.91,752.47
2013,226,66215.83,0.00,145.35,0.00,5.57,1.67,688.81
2013,227,65496.76,0.00,105.43,0.00,5.53,2.82,747.77
2013,228,64790.21,0.36,55.43,0.00,6.02,4.75,856.87
2013,229,64095.00,0.00,86.64,0.00,6.02,3.88,805.87
2013,230,63410.09,0.05,97.19,0.00,4.30,1.89,699.76
2013,231,62734.61,0.00,127.39,0.00,2.47,-0.74,578.42
2013,232,62067.74,0.00,82.33,0.00,0.58,-1.36,552.78
2013,233,61408.80,0.00,146.21,0.00,2.18,-1.50,547.33
2013,234,60757.16,0.00,102.10,0.00,2.40,-0.09,606.86
2013,235,60112.26,0.35,63.82,0.00,2.22,0.73,644.03
2013,236,59473.59,0.00,60.83,0.00,2.73,1.31,671.21
2013,237,58840.71,0.00,90.34,0.00,3.54,1.30,670.72
2013,238,58213.18,0.00,113.99,0.00,2.90,0.03,612.23
2013,239,57590.63,0.00,175.62,0.00,5.79,0.85,649.30
2013,240,56972.72,0.00,107.33,0.00,5.32,2.59,735.90
2013,241,56359.10,0.00,180.00,0.00,4.56,-0.63,583.17
2013,242,55749.49,0.00,197.68,0.00,4.50,-1.79,535.69
2013,243,55143.61,0.37,94.12,0.00,2.34,-0.02,609.61
2013,244,54541.18,0.00,107.22,0.00,2.71,-0.03,609.21
2013,245,53941.98,0.00,100.26,0.00,2.23,-0.34,595.78
2013,246,53345.76,0.75,25.51,0.00,1.43,1.12,662.18
2013,247,52752.31,0.00,59.61,0.00,2.23,0.73,644.06
2013,248,52161.43,1.84,63.69,0.00,2.04,0.40,628.86
2013,249,51572.91,2.93,142.41,0.00,9.26,1.39,675.16
2013,250,50986.56,0.00,100.43,0.00,4.62,1.71,691.09
2013,251,50402.22,0.00,58.10,0.00,2.24,0.64,639.53
2013,252,49819.70,0.00,86.02,0.00,2.71,0.17,618.49
2013,253,49238.85,0.00,135.31,0.00,3.88,-0.52,587.95
2013,254,48659.49,0.00,132.11,0.00,4.74,0.36,626.89
2013,255,48081.47,2.44,74.24,0.00,5.09,1.96,703.64
2013,256,47504.65,6.63,72.40,0.00,4.34,1.23,667.67
2013,257,46928.86,2.12,82.97,0.00,3.00,-0.75,578.21
2013,258,46353.98,0.00,47.45,0.00,-0.53,-1.99,527.59
2013,259,45779.85,0.00,68.89,0.00,-1.08,-3.35,476.93
2013,260,45206.33,0.00,63.44,0.00,-1.38,-3.51,471.27
2013,261,44633.29,0.31,61.91,0.00,-0.95,-3.09,486.48
2013,262,44060.59,1.18,36.99,0.00,-1.15,-2.38,512.75
2013,263,43488.09,1.70,44.94,0.00,0.07,-1.53,545.93
2013,264,42915.66,0.75,61.86,0.00,-0.37,-2.71,500.51
2013,265,42343.17,0.00,51.74,0.00,-2.37,-4.35,442.53
2013,266,41770.47,0.00,128.66,0.00,-2.30,-10.27,279.77
2013,267,41197.43,0.00,130.62,0.00,-1.09,-12.32,237.42
2013,268,40623.92,1.37,136.18,1.37,-0.35,-10.08,284.16
2013,269,40049.79,0.00,125.94,1.37,-1.00,-9.02,308.79
2013,270,39474.91,0.81,89.08,0.74,0.00,-4.50,437.56
2013,271,38899.13,1.55,23.95,0.00,-0.04,-1.19,559.92
2013,272,38322.32,0.00,54.85,0.00,-0.89,-3.91,457.53
2013,273,37744.31,1.84,73.30,1.84,-2.24,-6.20,384.34
2013,274,37164.96,0.00,38.33,0.81,-1.57,-3.56,469.54
2013,275,36584.11,0.44,48.57,0.11,-1.59,-4.32,443.46
2013,276,36001.61,0.60,45.02,0.00,-0.92,-3.92,457.03
2013,277,35417.28,0.00,80.94,0.00,-2.97,-10.97,264.61
2013,278,34830.95,0.00,75.30,0.00,-4.31,-11.97,244.23
2013,279,34242.44,0.00,77.89,0.00,-0.13,-12.89,226.66
2013,280,33651.57,0.00,15.82,0.00,-0.86,-2.09,523.96
2013,281,33058.14,0.00,19.01,0.00,-1.15,-2.79,497.26
2013,282,32461.94,0.00,10.38,0.00,-0.40,-1.19,559.96
2013,283,31862.76,0.64,64.50,0.64,-0.50,-9.62,294.67
2013,284,31260.36,0.00,60.79,0.64,-1.85,-10.82,267.95
2013,285,30654.50,0.00,24.13,0.00,-0.58,-3.51,471.46
2013,286,30044.91,0.00,9.61,0.00,-0.93,-2.03,526.08
2013,287,29431.32,0.00,9.61,0.00,-0.68,-1.89,531.53
2013,288,28813.43,0.00,19.71,0.00,-0.47,-3.45,473.41
2013,289,28190.92,0.00,16.15,0.00,-1.64,-4.27,445.20
2013,290,27563.43,0.93,18.80,0.00,1.01,-2.51,507.67
2013,291,26930.58,0.00,18.46,0.00,1.29,-2.66,502.16
2013,292,26291.95,0.48,12.85,0.00,-0.13,-3.05,487.71
2013,293,25647.09,3.15,3.59,0.00,-0.53,-1.55,545.39
2013,294,24995.50,0.00,11.40,0.00,-0.57,-3.90,457.88
2013,295,24336.61,0.00,15.02,0.00,-0.06,-5.34,410.49
2013,296,23669.80,0.00,13.52,0.00,-0.31,-5.66,400.77
2013,297,22994.37,0.00,9.54,0.00,-3.43,-7.46,348.87
2013,298,22309.53,0.00,6.63,0.00,-4.36,-7.27,354.13
2013,299,21614.39,0.00,5.12,0.00,-2.96,-5.60,402.32
2013,300,20907.92,0.00,8.29,0.00,-2.04,-8.99,309.73
2013,301,20188.93,0.00,7.48,0.00,-0.52,-8.29,327.10
2013,302,19456.06,0.00,3.09,0.00,-3.88,-6.76,368.19
2013,303,18707.69,0.00,2.64,0.00,-6.91,-10.28,279.55
2013,304,17941.90,0.00,4.70,0.00,-9.70,-19.73,127.83
2013,305,17156.39,0.00,3.75,0.00,-13.30,-22.13,103.67
2013,306,16348.34,0.00,2.43,0.00,-3.65,-14.51,198.66
2013,307,15514.29,0.00,1.67,0.00,-1.44,-14.02,206.82
2013,308,14649.82,0.00,1.14,0.00,-2.64,-11.81,247.45
2013,309,13749.27,0.00,0.31,0.00,-7.53,-10.35,278.12
2013,310,12805.09,0.00,0.42,0.00,-9.44,-19.80,127.08
2013,311,11806.88,0.00,0.08,0.00,-10.09,-12.77,228.97
2013,312,10739.68,0.00,0.20,0.00,-6.47,-15.87,177.43
2013,313,9580.57,1.40,0.09,1.40,1.65,-13.71,212.10
2013,314,8291.21,0.00,0.00,1.40,1.35,-9.63,294.29
2013,315,6798.03,0.04,0.00,1.45,-3.72,-8.07,332.72
2013,316,4919.05,0.00,0.03,1.45,-5.63,-19.10,134.95
2013,317,1642.51,0.94,0.00,2.39,-2.43,-12.88,226.89
2013,318,0.00,0.00,0.00,2.39,-2.97,-11.26,258.60
2013,319,0.00,0.00,0.00,2.39,-6.51,-11.48,254.10
2013,320,0.00,0.00,0.00,2.39,-8.24,-11.49,253.79
2013,321,0.00,0.20,0.00,2.59,-10.06,-16.40,169.74
2013,322,0.00,0.00,0.00,2.59,-15.34,-17.45,155.39
2013,323,0.00,0.92,0.00,3.51,-14.06,-16.10,174.09
2013,324,0.00,0.00,0.00,3.51,-15.96,-23.74,89.83
2013,325,0.00,0.00,0.00,3.51,-21.73,-27.54,63.52
2013,326,0.00,0.00,0.00,3.51,-15.34,-23.55,91.37
2013,327,0.00,1.12,0.00,4.63,-13.72,-16.27,171.64
2013,328,0.00,0.00,0.00,4.63,-13.69,-18.80,138.44
2013,329,0.00,0.00,0.00,4.63,-17.52,-23.58,91.15
2013,330,0.00,0.00,0.00,4.63,-17.40,-25.63,75.74
2013,331,0.00,0.00,0.00,4.63,-14.32,-19.66,128.56
2013,332,0.00,0.00,0.00,4.63,-15.11,-19.00,136.18
2013,333,0.00,0.00,0.00,4.63,-14.77,-19.60,129.24
2013,334,0.00,0.00,0.00,4.63,-2.19,-19.21,133.65
2013,335,0.00,0.00,0.00,4.63,-1.81,-9.21,304.29
2013,336,0.00,0.00,0.00,4.63,-7.61,-10.69,270.68
2013,337,0.00,1.44,0.00,6.08,-1.69,-11.05,262.88
2013,338,0.00,0.00,0.00,6.08,-5.05,-14.94,191.73
2013,339,0.00,0.00,0.00,6.08,-7.95,-16.92,162.40
2013,340,0.00,2.93,0.00,9.01,-6.60,-8.81,314.02
2013,341,0.00,5.02,0.00,14.03,-0.88,-7.32,352.69
2013,342,0.00,0.16,0.00,14.19,-1.21,-7.81,339.38
2013,343,0.00,4.59,0.00,18.78,-7.21,-19.58,129.55
2013,344,0.00,0.00,0.00,18.78,-19.50,-24.63,82.93
2013,345,0.00,0.00,0.00,18.78,-20.47,-25.31,77.94
2013,346,0.00,0.00,0.00,18.78,-23.62,-32.82,38.40
2013,347,0.00,0.00,0.00,18.78,-14.51,-31.33,44.39
2013,348,0.00,0.00,0.00,18.78,-18.22,-24.39,84.70
2013,349,0.00,0.00,0.00,18.78,-16.68,-24.55,83.52
2013,350,0.00,0.64,0.00,19.42,-15.19,-24.44,84.31
2013,351,0.00,0.00,0.00,19.42,-16.66,-25.50,76.63
2013,352,0.00,0.00,0.00,19.42,-20.94,-31.28,44.61
2013,353,0.00,0.00,0.00,19.42,-24.87,-32.35,40.19
2013,354,0.00,0.00,0.00,19.42,-17.12,-26.85,67.67
2013,355,0.00,0.00,0.00,19.42,-16.28,-22.84,97.35
2013,356,0.00,0.00,0.00,19.42,-17.90,-26.80,68.01
2013,357,0.00,0.00,0.00,19.42,-17.58,-25.77,74.75
2013,358,0.00,0.00,0.00,19.42,-16.59,-26.03,73.00
2013,359,0.00,0.00,0.00,19.42,-20.49,-27.59,63.19
2013,360,0.00,0.00,0.00,19.42,-23.95,-35.73,28.77
2013,361,0.00,0.00,0.00,19.42,-24.96,-35.60,29.15
2013,362,0.00,0.00,0.00,19.42,-23.63,-25.80,74.52
2013,363,0.00,0.00,0.00,19.42,-17.90,-24.20,86.22
2013,364,0.00,0.00,0.00,19.42,-18.49,-22.15,103.46
2013,365,0.00,0.00,0.00,19.42,-17.21,-19.14,134.51
2014,1,0.00,0.00,0.00,9.76,-13.77,-16.12,173.76
2014,2,0.00,0.00,0.00,9.76,-15.72,-19.82,126.81
2014,3,0.00,0.00,0.00,9.76,-18.44,-22.35,101.70
2014,4,0.00,0.00,0.00,9.76,-16.68,-19.04,135.69
2014,5,0.00,0.00,0.00,9.76,-16.47,-19.59,129.40
2014,6,0.00,0.00,0.00,9.76,-18.51,-21.62,108.42
2014,7,0.00,0.00,0.00,9.76,-21.05,-25.37,77.50
2014,8,0.00,0.00,0.00,9.76,-19.01,-25.26,78.28
2014,9,0.00,0.00,0.00,9.76,-20.24,-24.28,85.57
2014,10,0.00,0.00,0.00,9.76,-21.76,-26.10,72.50
2014,11,0.00,0.35,0.00,10.11,-19.13,-23.81,89.23
2014,12,0.00,0.00,0.00,10.11,-21.02,-29.07,55.04
2014,13,0.00,0.00,0.00,10.11,-22.21,-34.16,33.66
2014,14,0.00,0.00,0.00,10.11,-19.53,-35.83,28.48
2014,15,0.00,0.00,0.00,10.11,-20.72,-36.50,26.62
2014,16,0.00,0.00,0.00,10.11,-31.86,-38.89,20.84
2014,17,0.00,0.00,0.00,10.11,-30.21,-37.38,24.36
2014,18,0.00,0.81,0.00,10.92,-24.13,-31.09,45.41
2014,19,0.00,0.00,0.00,10.92,-22.86,-27.57,63.30
2014,20,0.00,0.00,0.00,10.92,-16.93,-23.11,95.03
2014,21,0.00,0.00,0.00,10.92,-13.59,-17.65,152.75
2014,22,0.00,0.31,0.00,11.22,-16.02,-20.10,123.84
2014,23,0.00,0.00,0.00,11.22,-18.44,-20.79,116.56
2014,24,0.00,0.00,0.00,11.22,-15.62,-18.62,140.60
2014,25,0.00,0.00,0.00,11.22,-12.42,-17.40,156.06
2014,26,0.00,0.00,0.00,11.22,-10.85,-13.79,210.64
2014,27,0.00,0.00,0.00,11.22,-11.84,-14.61,196.93
2014,28,3645.36,0.00,0.00,11.22,-13.70,-16.04,174.95
2014,29,5919.83,0.00,0.04,11.22,-11.69,-17.96,148.79
2014,30,7570.73,0.00,0.04,11.22,-8.72,-15.32,185.67
2014,31,8949.91,0.00,0.10,11.22,-6.24,-18.12,146.79
2014,32,10168.45,0.00,0.24,11.22,-3.25,-18.76,138.96
2014,33,11278.43,0.00,0.31,11.22,-6.45,-18.20,145.79
2014,34,12309.17,0.00,0.26,11.22,-9.04,-15.87,177.48
2014,35,13279.07,0.00,0.24,11.22,-8.84,-13.51,215.53
2014,36,14200.54,0.94,0.62,12.16,-4.29,-9.09,307.26
2014,37,15082.39,1.07,1.89,13.24,-5.55,-19.05,135.54
2014,38,15931.17,0.00,1.32,13.24,-18.54,-23.04,95.61
2014,39,16751.85,0.00,3.28,13.24,-17.79,-25.77,74.76
2014,40,17548.34,0.00,5.01,13.24,-14.33,-27.88,61.51
2014,41,18323.76,1.26,5.96,14.49,-11.43,-26.63,69.10
2014,42,19080.65,0.00,7.80,14.49,-16.03,-29.85,51.12
2014,43,19821.12,0.00,4.79,14.49,-29.98,-34.34,33.06
2014,44,20546.92,0.00,4.99,14.49,-31.69,-35.37,29.83
2014,45,21259.55,0.00,6.88,14.49,-28.74,-32.92,38.02
2014,46,21960.27,0.00,5.96,14.49,-27.24,-30.14,49.73
2014,47,22650.18,0.00,12.16,14.49,-24.53,-30.28,49.08
2014,48,23330.25,0.00,10.99,14.49,-23.77,-27.98,60.93
2014,49,24001.32,0.00,21.11,14.49,-19.66,-28.40,58.61
2014,50,24664.12,0.00,26.54,14.49,-23.86,-37.74,23.45
2014,51,25319.32,0.00,24.81,14.49,-28.94,-37.01,25.27
2014,52,25967.51,0.00,15.84,14.49,-29.06,-33.03,37.63
2014,53,26609.22,0.00,35.67,14.49,-18.19,-31.46,43.82
2014,54,27244.93,0.00,18.06,14.49,-14.97,-18.85,137.91
2014,55,27875.07,0.00,29.16,14.49,-16.22,-22.41,101.13
2014,56,28500.05,0.00,36.25,14.49,-13.69,-21.46,109.95
2014,57,29120.23,0.00,44.60,14.49,-10.90,-20.68,117.68
2014,58,29735.95,0.00,29.66,14.49,-15.66,-20.64,118.11
2014,59,30347.52,0.00,31.64,14.49,-12.32,-17.26,157.81
2014,60,30955.23,0.00,54.91,14.49,-4.20,-14.26,202.79
2014,61,31559.34,0.00,64.95,14.49,-11.25,-23.81,89.27
2014,62,32160.12,0.00,36.56,14.49,-23.00,-27.45,64.07
2014,63,32757.80,0.00,45.49,14.49,-24.47,-29.70,51.87
2014,64,33352.60,0.00,47.96,14.49,-22.79,-27.99,60.87
2014,65,33944.73,0.00,68.44,14.49,-21.57,-29.43,53.19
2014,66,34534.41,0.00,54.98,14.49,-21.24,-26.68,68.73
2014,67,35121.81,0.21,52.15,14.70,-22.96,-27.61,63.08
2014,68,35707.12,0.00,65.23,14.70,-24.95,-30.68,47.22
2014,69,36290.53,0.00,90.63,14.70,-25.33,-34.21,33.48
2014,70,36872.19,0.00,100.58,14.70,-23.01,-32.89,38.15
2014,71,37452.28,0.00,71.65,14.70,-20.62,-25.88,73.97
2014,72,38030.94,0.00,72.99,14.70,-15.38,-20.39,120.78
2014,73,38608.34,0.00,54.28,14.70,-15.52,-18.92,137.11
2014,74,39184.63,0.00,45.97,14.70,-16.45,-19.16,134.28
2014,75,39759.94,0.39,116.53,15.09,-15.01,-23.49,91.89
2014,76,40334.43,0.00,70.68,15.09,-13.49,-17.60,153.44
2014,77,40908.23,0.00,98.14,15.09,-14.05,-19.86,126.39
2014,78,41481.49,0.00,144.88,15.09,-12.04,-23.78,89.49
2014,79,42054.35,0.00,134.06,15.09,-13.80,-22.61,99.31
2014,80,42626.93,0.00,142.52,15.09,-9.07,-18.35,143.94
2014,81,43199.37,0.00,107.52,15.09,-16.41,-21.93,105.53
2014,82,43771.82,0.00,165.93,15.09,-9.22,-21.65,105.62
2014,83,44344.40,0.00,148.16,15.09,-12.10,-20.39,120.71
2014,84,44917.25,0.00,119.65,15.09,-12.63,-18.42,143.03
2014,85,45490.51,0.00,135.77,15.09,-12.76,-19.38,131.79
2014,86,46064.31,0.00,189.13,15.09,-9.71,-23.33,85.83
2014,87,46638.80,0.00,152.33,15.09,-12.27,-19.64,128.81
2014,88,47214.12,0.00,148.87,15.09,-14.67,-21.53,109.25
2014,89,47790.40,0.00,137.36,15.09,-17.43,-23.37,92.82
2014,90,48367.79,0.00,137.17,15.09,-19.74,-25.40,77.35
2014,91,48946.46,0.00,144.58,15.09,-13.38,-19.18,134.03
2014,92,49526.54,0.00,58.14,15.09,-14.01,-15.99,175.65
2014,93,50108.20,0.00,161.34,15.09,-15.87,-22.16,103.35
2014,94,50691.60,0.00,170.94,15.09,-17.37,-24.03,87.54
2014,95,51276.91,0.00,200.95,15.09,-19.36,-27.81,61.90
2014,96,51864.31,0.00,222.48,15.09,-21.84,-32.23,40.67
2014,97,52453.98,0.00,213.14,15.09,-20.31,-29.41,53.29
2014,98,53046.11,0.00,195.36,15.09,-21.42,-28.98,55.48
2014,99,53640.90,0.00,226.42,15.09,-24.16,-33.85,34.72
2014,100,54238.57,0.00,249.65,15.09,-17.71,-30.31,45.86
2014,101,54839.34,0.00,229.81,15.09,-19.73,-29.29,53.88
2014,102,55443.45,0.00,249.10,15.09,-17.24,-28.78,51.33
2014,103,56051.15,0.00,270.02,15.09,-9.34,-25.78,49.52
2014,104,56662.71,0.87,221.52,15.96,-3.36,-12.34,132.11
2014,105,57278.41,0.12,147.15,16.08,-2.05,-7.14,256.53
2014,106,57898.59,0.00,136.62,16.08,-2.75,-7.37,267.13
2014,107,58523.55,0.00,235.24,16.08,-7.23,-16.51,102.04
2014,108,59153.69,0.00,202.28,16.08,-13.97,-21.03,96.69
2014,109,59789.38,0.00,261.78,16.08,-12.18,-23.06,65.90
2014,110,60431.08,0.00,287.27,16.08,-9.75,-24.05,51.10
2014,111,61079.25,0.00,258.82,16.08,-8.69,-19.11,78.08
2014,112,61734.44,0.00,89.16,16.08,-8.64,-11.31,257.63
2014,113,62397.22,0.00,143.45,16.08,-5.37,-9.76,219.88
2014,114,63068.27,0.00,203.19,16.08,-8.20,-14.73,127.45
2014,115,63748.32,0.00,224.85,16.08,-8.77,-16.19,106.20
2014,116,64438.21,0.00,243.17,16.08,-6.69,-14.79,99.79
2014,117,65138.91,0.00,298.80,16.08,-4.00,-16.61,58.92
2014,118,65851.50,0.00,237.22,16.08,-11.41,-19.16,86.73
2014,119,66577.28,0.64,304.61,16.72,-1.73,-14.90,61.93
2014,120,67317.71,0.00,132.11,15.53,0.75,-3.15,304.49
2014,121,68074.57,0.00,52.37,12.72,1.94,0.69,639.93
2014,122,68849.95,0.00,83.15,10.21,2.29,-0.03,494.10
2014,123,69646.39,0.00,121.14,9.03,0.23,-3.20,320.33
2014,124,70467.01,0.00,229.44,9.03,-0.36,-7.45,120.29
2014,125,71315.72,0.00,192.74,9.03,-2.60,-8.21,155.58
2014,126,72197.49,0.00,182.23,9.03,-2.71,-7.86,168.08
2014,127,73118.86,0.00,221.59,9.03,-3.09,-9.54,118.19
2014,128,74088.65,0.00,254.87,9.03,-4.10,-11.97,84.86
2014,129,75119.24,0.00,170.99,9.03,-2.68,-7.33,178.57
2014,130,76229.02,0.73,222.97,8.83,0.76,-5.53,137.20
2014,131,77447.27,0.86,97.78,6.53,1.94,-0.52,401.98
2014,132,78826.02,3.96,105.73,4.57,2.28,-1.32,351.20
2014,133,80476.10,0.00,105.34,2.87,0.58,-1.94,344.95
2014,134,82748.19,1.37,107.84,1.25,0.41,-2.16,327.28
2014,135,86400.00,5.83,52.71,0.00,1.78,-0.08,553.74
2014,136,86400.00,0.00,46.89,0.00,-0.02,-1.06,552.38
2014,137,86400.00,2.93,158.97,0.00,0.91,-5.34,165.14
2014,138,86400.00,0.00,92.02,0.00,-4.72,-7.01,284.20
2014,139,86400.00,0.00,233.25,0.00,1.35,-5.45,138.08
2014,140,86400.00,0.70,166.31,0.00,-0.49,-4.57,172.73
2014,141,86400.00,0.69,150.27,0.00,-0.83,-4.34,201.97
2014,142,86400.00,0.00,193.48,0.00,-1.78,-6.46,130.21
2014,143,86400.00,0.22,194.84,0.22,-5.40,-9.49,124.94
2014,144,86400.00,0.00,124.35,0.22,-4.51,-6.95,229.71
2014,145,86400.00,0.51,158.72,0.73,-5.14,-8.23,170.87
2014,146,86400.00,0.97,206.64,1.70,-4.85,-8.91,119.56
2014,147,86400.00,0.00,285.52,1.70,-3.76,-9.98,94.75
2014,148,86400.00,0.00,115.74,1.70,-4.61,-6.63,261.27
2014,149,86400.00,0.00,166.69,1.70,-4.03,-6.90,182.53
2014,150,86400.00,0.00,150.07,1.70,-3.92,-6.43,208.96
2014,151,86400.00,0.00,79.65,1.18,-3.54,-4.77,365.43
2014,152,86400.00,0.47,138.13,1.03,-3.37,-5.65,234.43
2014,153,86400.00,0.59,153.74,0.15,-1.37,-3.90,227.48
2014,154,86400.00,0.00,221.54,0.00,2.35,-1.95,182.76
2014,155,86400.00,3.35,61.42,0.00,1.44,0.05,551.34
2014,156,86400.00,1.23,60.22,0.00,0.12,-0.78,563.34
2014,157,86400.00,0.00,120.36,0.00,0.82,-1.22,387.99
2014,158,86400.00,0.00,100.92,0.00,0.26,-1.37,432.91
2014,159,86400.00,0.00,88.33,0.00,0.37,-1.00,476.87
2014,160,86400.00,0.00,118.09,0.00,0.11,-1.75,382.58
2014,161,86400.00,0.00,117.98,0.00,0.15,-1.69,383.88
2014,162,86400.00,0.00,195.16,0.00,2.14,-1.05,234.54
2014,163,86400.00,0.88,194.30,0.00,2.38,-0.78,237.95
2014,164,86400.00,0.00,77.26,0.00,-0.45,-1.57,501.10
2014,165,86400.00,0.00,155.62,0.00,0.57,-1.88,309.01
2014,166,86400.00,0.00,292.36,0.00,2.65,-3.04,167.61
2014,167,86400.00,0.00,203.76,0.00,2.54,-0.78,227.68
2014,168,86400.00,0.00,138.97,0.00,1.74,-0.43,360.91
2014,169,86400.00,0.00,171.16,0.00,2.37,-0.31,292.07
2014,170,86400.00,0.00,193.49,0.00,2.40,-0.65,246.84
2014,171,86400.00,0.00,245.61,0.00,2.69,-1.43,190.53
2014,172,86400.00,0.00,161.13,0.00,1.78,-0.69,308.71
2014,173,86400.00,2.98,180.26,0.00,2.68,-1.31,255.44
2014,174,86400.00,10.64,130.19,0.00,2.46,-0.26,411.58
2014,175,86400.00,0.00,211.54,0.00,3.18,-0.25,349.88
2014,176,86400.00,0.00,272.72,0.00,4.29,-0.61,252.78
2014,177,86400.00,1.02,175.62,0.00,3.09,0.34,424.71
2014,178,86400.00,6.00,96.55,0.00,1.85,-0.13,583.53
2014,179,86400.00,1.00,305.56,0.00,6.48,0.24,264.43
2014,180,86400.00,0.00,272.68,0.00,6.26,1.20,331.72
2014,181,86400.00,0.00,233.51,0.00,5.80,1.72,404.47
2014,182,86400.00,0.00,267.03,0.00,6.68,1.63,345.29
2014,183,86400.00,0.00,267.47,0.00,7.27,2.12,350.66
2014,184,86400.00,0.00,259.97,0.00,5.96,1.01,347.07
2014,185,86400.00,0.00,272.02,0.00,6.92,1.47,332.86
2014,186,86400.00,0.00,320.86,0.00,10.16,1.59,248.80
2014,187,86400.00,0.00,137.51,0.00,2.34,-0.08,536.69
2014,188,86400.00,0.00,160.24,0.00,2.41,-0.48,483.28
2014,189,86400.00,0.00,181.48,0.00,2.49,-0.87,437.35
2014,190,86400.00,0.00,147.47,0.00,2.96,0.26,526.88
2014,191,86400.00,0.00,251.34,0.00,5.34,0.02,341.06
2014,192,86400.00,0.00,247.60,0.00,6.01,0.71,356.61
2014,193,86400.00,0.00,319.44,0.00,10.78,-0.58,213.08
2014,194,86400.00,0.64,171.03,0.00,3.17,-0.29,466.35
2014,195,86400.00,0.00,101.28,0.00,1.03,-0.94,570.40
2014,196,86400.00,0.00,308.18,0.00,8.68,-1.73,218.86
2014,197,86400.00,2.48,228.92,0.00,14.54,2.82,366.57
2014,198,86400.00,3.70,166.43,0.00,8.17,2.76,555.96
2014,199,86400.00,0.00,130.32,0.00,3.77,0.90,607.10
2014,200,86400.00,0.00,133.40,0.00,3.77,0.80,597.21
2014,201,86400.00,3.14,165.96,0.00,5.83,0.22,504.61
2014,202,86400.00,5.08,193.67,0.00,8.50,0.78,476.11
2014,203,86400.00,0.00,100.99,0.00,2.31,0.01,611.31
2014,204,86400.00,5.70,118.42,0.00,4.20,0.36,626.69
2014,205,86400.00,1.39,104.13,0.00,2.22,-0.21,601.45
2014,206,86400.00,0.00,129.77,0.00,2.15,-0.95,569.71
