Latitude: 68.251  Longitude: -149.092
X & Y on Lambert Conformal Conic: -2056575.6 3456818.31
Tile: 14236
Elevation: 1588 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2013,181,86400.00,8.75,183.63,0.00,12.95,7.18,786.92
2013,182,86400.00,0.00,159.70,0.00,12.90,9.50,1044.30
2013,183,86400.00,8.03,130.84,0.00,9.99,6.31,933.94
2013,184,86400.00,0.00,171.54,0.00,8.50,5.06,812.71
2013,185,86400.00,0.00,188.39,0.00,9.12,5.27,788.39
2013,186,86400.00,3.58,99.31,0.00,4.48,1.95,702.77
2013,187,86400.00,0.00,235.86,0.00,8.79,3.75,651.73
2013,188,86400.00,0.00,227.58,0.00,11.86,6.98,799.25
2013,189,86400.00,8.71,184.86,0.00,6.75,1.29,628.99
2013,190,86400.00,7.00,186.33,0.00,6.18,0.64,622.52
2013,191,86400.00,0.00,201.90,0.00,9.23,4.93,811.63
2013,192,86400.00,0.00,278.83,0.00,12.20,5.10,675.59
2013,193,86400.00,0.00,286.15,0.00,14.90,7.09,726.28
2013,194,86400.00,0.00,261.73,0.00,16.53,9.75,901.42
2013,195,84214.35,0.00,231.77,0.00,16.92,11.36,1086.36
2013,196,82294.92,2.50,170.62,0.00,14.64,9.29,1116.18
2013,197,80975.77,0.00,153.46,0.00,10.42,7.15,1011.97
2013,198,79881.86,6.44,57.36,0.00,6.88,5.47,900.92
2013,199,78913.97,0.00,231.16,0.00,10.93,5.97,856.23
2013,200,78028.43,4.38,72.01,0.00,8.63,6.83,989.58
2013,201,77201.59,15.56,32.04,0.00,4.79,4.34,832.72
2013,202,76418.99,0.00,276.73,0.00,11.16,4.92,801.57
2013,203,75671.07,0.00,69.46,0.00,8.63,7.44,1032.04
2013,204,74951.16,0.00,248.20,0.00,11.60,6.32,922.11
2013,205,74254.40,3.11,192.11,0.00,6.99,1.59,685.03
2013,206,73577.12,0.00,273.44,0.00,7.58,1.72,670.67
2013,207,72916.49,0.00,78.85,0.00,6.57,5.24,886.37
2013,208,72270.27,0.00,228.15,0.00,11.79,7.15,1009.33
2013,209,71636.68,0.00,184.91,0.00,13.74,10.09,1234.68
2013,210,71014.24,3.75,115.97,0.00,9.45,6.53,969.68
2013,211,70401.74,0.00,227.01,0.00,12.36,7.74,1053.56
2013,212,69798.16,2.58,68.51,0.00,8.29,6.67,979.18
2013,213,69202.63,0.00,232.30,0.00,11.65,6.90,994.58
2013,214,68614.44,0.00,202.30,0.00,14.52,10.41,1261.15
2013,215,68032.93,0.00,250.46,0.00,14.57,9.09,1123.25
2013,216,67457.57,12.50,105.31,0.00,9.38,6.70,980.97
2013,217,66887.87,4.65,90.43,0.00,8.23,5.98,933.24
2013,218,66323.42,0.00,218.57,0.00,12.44,7.94,1067.91
2013,219,65763.83,0.00,225.84,0.00,14.96,10.13,1238.16
2013,220,65208.78,6.11,97.82,0.00,12.24,9.73,1205.01
2013,221,64657.96,0.00,265.69,0.00,14.13,7.96,1069.44
2013,222,64111.12,10.19,121.69,0.00,8.45,5.34,892.75
2013,223,63568.01,0.00,173.97,0.00,9.15,5.82,922.90
2013,224,63028.41,8.22,101.63,0.00,8.14,5.63,911.04
2013,225,62492.12,0.00,147.91,0.00,10.23,7.46,1033.19
2013,226,61958.96,6.26,216.95,0.00,10.38,3.15,765.74
2013,227,61428.76,0.00,177.84,0.00,4.60,1.23,667.64
2013,228,60901.36,4.88,54.17,0.00,6.37,5.11,878.64
2013,229,60376.61,6.11,70.84,0.00,4.54,2.84,748.75
2013,230,59854.39,0.00,118.05,0.00,3.45,1.27,669.67
2013,231,59334.57,5.45,63.02,0.00,-0.03,-1.52,546.45
2013,232,58817.02,7.55,160.76,7.55,-3.72,-7.42,349.94
2013,233,58301.64,2.50,259.57,10.05,2.25,-8.11,331.59
2013,234,57788.32,0.00,205.79,7.56,3.70,-0.07,607.43
2013,235,57276.97,0.00,95.38,6.48,-1.83,-3.41,474.78
2013,236,56767.48,0.00,153.61,5.59,-1.23,-3.89,458.08
2013,237,56259.76,0.00,97.83,4.19,-1.01,-2.67,501.90
2013,238,55753.74,0.00,291.85,2.64,4.44,-2.30,515.69
2013,239,55249.33,0.00,222.47,0.28,4.04,-0.38,594.04
2013,240,54746.43,3.99,45.77,0.00,1.06,-0.06,607.96
2013,241,54244.99,0.00,104.46,0.00,2.88,0.76,645.20
2013,242,53744.92,2.75,228.25,2.75,0.27,-8.44,323.23
2013,243,53246.16,0.00,243.32,2.75,-3.74,-8.98,309.77
2013,244,52748.62,0.00,287.63,2.75,0.90,-6.86,365.49
2013,245,52252.24,3.55,209.93,2.16,3.29,-4.60,434.35
2013,246,51756.96,7.18,186.33,0.28,4.87,-1.52,546.41
2013,247,51262.71,9.65,65.96,0.00,1.59,-0.45,591.05
2013,248,50769.42,9.18,115.19,0.00,3.18,-0.67,581.53
2013,249,50277.03,0.00,57.95,0.00,1.38,0.09,614.92
2013,250,49785.48,0.00,188.21,0.00,2.68,-2.44,510.37
2013,251,49294.70,0.00,180.63,0.00,2.75,-2.18,520.54
2013,252,48804.65,2.74,62.66,0.00,3.96,1.86,698.47
2013,253,48315.25,0.00,68.34,0.00,3.03,1.34,672.67
2013,254,47826.44,0.00,93.40,0.00,4.98,2.54,733.03
2013,255,47338.18,0.00,66.96,0.00,3.03,1.31,671.44
2013,256,46850.39,6.80,105.19,0.00,1.52,-2.38,512.93
2013,257,46363.03,0.00,70.41,0.00,-3.18,-4.99,421.52
2013,258,45876.04,2.72,53.48,2.72,-5.76,-7.41,350.13
2013,259,45389.36,0.00,189.96,2.72,-2.96,-8.36,325.36
2013,260,44902.93,0.00,202.41,2.72,-6.75,-13.00,224.68
2013,261,44416.69,2.66,108.93,5.38,-9.52,-13.54,215.05
2013,262,43930.60,3.13,162.52,8.51,-1.87,-10.64,271.74
2013,263,43444.59,4.11,157.76,12.62,-3.51,-11.83,246.99
2013,264,42958.60,0.00,187.67,12.62,-5.99,-12.49,234.21
2013,265,42472.59,2.81,102.95,15.43,-8.00,-12.32,237.54
2013,266,41986.50,0.00,139.23,15.43,-5.44,-9.97,286.50
2013,267,41500.27,0.00,40.34,15.43,-9.40,-10.51,274.64
2013,268,41013.84,6.85,76.09,22.29,-6.37,-9.66,293.63
2013,269,40527.15,0.00,117.32,22.29,-4.94,-8.91,311.51
2013,270,40040.16,0.00,173.77,22.29,-0.71,-8.73,315.90
2013,271,39552.81,3.09,36.72,25.38,-8.49,-10.12,283.17
2013,272,39065.03,3.85,66.61,29.22,-8.89,-12.06,242.54
2013,273,38576.76,0.00,126.76,29.22,-6.97,-12.02,243.19
2013,274,38087.96,0.00,145.88,29.22,-3.12,-9.86,289.08
2013,275,37598.57,0.00,107.84,29.22,-4.01,-8.41,323.87
2013,276,37108.51,0.00,94.48,29.22,-2.32,-6.21,384.14
2013,277,36617.75,0.00,108.75,29.22,-2.29,-7.19,356.32
2013,278,36126.20,0.00,35.64,28.83,-3.66,-5.08,418.86
2013,279,35633.82,0.00,28.48,28.33,-3.69,-4.80,427.73
2013,280,35140.53,0.00,50.70,28.33,-4.20,-6.45,376.98
2013,281,34646.29,2.30,36.31,30.63,-5.22,-7.43,349.69
2013,282,34151.01,0.00,51.99,30.63,-4.19,-6.68,370.39
2013,283,33654.64,2.16,55.31,32.79,-5.76,-9.64,294.14
2013,284,33157.11,2.58,66.75,35.38,-3.54,-8.91,311.57
2013,285,32658.35,0.00,52.68,35.36,-2.98,-5.95,391.82
2013,286,32158.29,3.75,25.89,34.28,-1.43,-3.43,474.28
2013,287,31656.86,4.58,19.76,33.51,-2.65,-4.18,448.23
2013,288,31153.98,6.12,18.35,32.62,-2.39,-3.87,458.61
2013,289,30649.57,7.34,26.65,31.13,-0.06,-2.46,509.57
2013,290,30143.56,7.35,30.54,29.14,1.70,-1.24,557.59
2013,291,29635.86,3.47,13.44,26.97,0.39,-0.84,574.42
2013,292,29126.38,0.00,32.27,25.37,0.29,-2.20,519.76
2013,293,28615.04,0.00,9.71,24.01,-2.26,-2.75,498.75
2013,294,28101.74,0.00,34.50,24.01,-3.60,-6.51,375.28
2013,295,27586.37,0.00,36.86,24.01,-4.80,-8.10,332.05
2013,296,27068.84,0.00,17.90,24.01,-6.20,-7.76,340.89
2013,297,26549.03,0.00,35.11,24.01,-9.74,-13.33,218.73
2013,298,26026.82,0.00,38.52,24.01,-7.60,-12.07,242.29
2013,299,25502.10,0.00,31.06,24.01,-4.55,-8.30,326.82
2013,300,24974.71,0.00,22.37,24.01,-5.09,-7.89,337.43
2013,301,24444.53,6.61,19.80,30.62,-2.85,-6.57,373.70
2013,302,23911.38,3.91,24.90,34.52,-5.09,-10.95,265.20
2013,303,23375.12,0.00,11.94,34.52,-8.55,-10.40,276.86
2013,304,22835.54,0.00,20.67,34.52,-9.19,-12.94,225.84
2013,305,22292.45,0.00,19.80,34.52,-11.34,-15.25,186.82
2013,306,21745.64,0.00,25.13,34.52,-10.29,-17.71,152.02
2013,307,21194.85,2.69,14.68,37.22,-6.39,-12.20,239.81
2013,308,20639.83,4.07,12.89,41.29,-3.86,-9.44,298.85
2013,309,20080.27,0.00,19.58,41.29,-5.90,-20.23,122.46
2013,310,19515.85,0.00,8.38,41.29,-18.93,-21.93,105.52
2013,311,18946.19,0.00,12.44,41.29,-11.53,-17.79,150.92
2013,312,18370.86,0.00,10.02,41.29,-10.85,-16.19,172.73
2013,313,17789.40,0.00,9.26,41.29,-8.62,-15.33,185.55
2013,314,17201.25,0.00,8.20,41.29,-7.53,-15.93,176.48
2013,315,16605.78,0.00,7.03,41.29,-15.25,-22.32,101.94
2013,316,16002.25,0.00,4.83,41.29,-16.80,-21.64,108.25
2013,317,15389.81,6.59,3.61,47.88,-8.43,-16.57,167.31
2013,318,14767.44,0.00,3.67,47.88,-8.62,-17.70,152.12
2013,319,14133.92,0.00,1.00,47.88,-17.84,-19.66,128.61
2013,320,13487.80,0.00,1.24,47.88,-16.91,-19.65,128.68
2013,321,12827.27,0.00,0.88,47.88,-18.88,-21.48,109.74
2013,322,12150.11,0.00,1.16,47.88,-22.10,-28.95,55.65
2013,323,11453.48,0.00,0.45,47.88,-26.94,-29.38,53.42
2013,324,10733.74,0.00,0.85,47.88,-21.19,-27.81,61.93
2013,325,9986.02,0.00,0.82,47.88,-17.42,-27.65,62.88
2013,326,9203.67,6.71,0.35,54.59,-13.84,-20.40,120.62
2013,327,8377.16,0.00,0.30,54.59,-13.58,-19.76,127.47
2013,328,7492.08,0.00,0.25,54.59,-12.32,-19.27,133.04
2013,329,6524.84,0.00,0.20,54.59,-14.93,-21.68,107.83
2013,330,5431.98,0.00,0.13,54.59,-14.94,-21.43,110.26
2013,331,4114.92,0.00,0.08,54.59,-14.56,-21.90,105.82
2013,332,2203.34,0.00,0.02,54.59,-20.18,-25.60,75.92
2013,333,0.00,0.00,0.00,54.59,-22.37,-25.36,77.60
2013,334,0.00,0.00,0.00,54.59,-11.91,-24.95,80.56
2013,335,0.00,0.00,0.00,54.59,-9.63,-17.09,160.19
2013,336,0.00,0.00,0.00,54.59,-6.01,-14.09,205.60
2013,337,0.00,0.00,0.00,54.59,-6.14,-12.12,241.37
2013,338,0.00,0.00,0.00,54.59,-4.61,-14.10,205.38
2013,339,0.00,0.00,0.00,54.59,-1.31,-9.07,307.65
2013,340,0.00,6.47,0.00,54.38,0.05,-5.50,405.47
2013,341,0.00,8.43,0.00,54.02,0.18,-5.15,416.49
2013,342,0.00,0.00,0.00,54.02,-6.12,-11.92,245.31
2013,343,0.00,0.00,0.00,54.02,-9.15,-15.88,177.20
2013,344,0.00,0.00,0.00,54.02,-14.36,-24.17,86.39
2013,345,0.00,0.00,0.00,54.02,-21.24,-25.95,73.52
2013,346,0.00,0.00,0.00,54.02,-17.95,-26.66,68.91
2013,347,0.00,0.00,0.00,54.02,-19.41,-30.33,48.81
2013,348,0.00,0.00,0.00,54.02,-27.91,-34.08,33.91
2013,349,0.00,0.00,0.00,54.02,-23.52,-34.57,32.31
2013,350,0.00,0.00,0.00,54.02,-22.88,-28.94,55.71
2013,351,0.00,0.00,0.00,54.02,-18.63,-25.91,73.82
2013,352,0.00,0.00,0.00,54.02,-17.95,-22.65,98.96
2013,353,0.00,0.00,0.00,54.02,-18.57,-24.05,87.39
2013,354,0.00,0.00,0.00,54.02,-16.04,-24.43,84.41
2013,355,0.00,0.00,0.00,54.02,-9.84,-18.71,139.56
2013,356,0.00,0.00,0.00,54.02,-11.05,-22.53,100.01
2013,357,0.00,0.00,0.00,54.02,-21.47,-27.82,61.84
2013,358,0.00,0.00,0.00,54.02,-21.94,-30.77,46.81
2013,359,0.00,0.00,0.00,54.02,-28.56,-33.13,37.26
2013,360,0.00,0.00,0.00,54.02,-26.62,-32.23,40.67
2013,361,0.00,0.00,0.00,54.02,-21.25,-30.58,47.67
2013,362,0.00,0.00,0.00,54.02,-15.69,-25.71,75.13
2013,363,0.00,0.00,0.00,54.02,-11.00,-18.66,140.20
2013,364,0.00,0.00,0.00,54.02,-11.51,-18.60,140.85
2013,365,0.00,0.00,0.00,54.02,-12.17,-17.97,148.59
2014,1,0.00,0.00,0.00,57.12,-9.42,-15.21,187.48
2014,2,0.00,0.00,0.00,57.12,-11.13,-16.98,161.71
2014,3,0.00,0.00,0.00,57.12,-14.35,-16.92,162.51
2014,4,0.00,0.00,0.00,57.12,-7.90,-14.89,192.39
2014,5,0.00,0.00,0.00,57.12,-8.39,-15.67,180.46
2014,6,0.00,0.00,0.00,57.12,-9.82,-14.97,191.22
2014,7,0.00,0.00,0.00,57.12,-10.39,-21.19,112.57
2014,8,0.00,0.00,0.00,57.12,-19.25,-25.17,78.93
2014,9,0.00,0.00,0.00,57.12,-20.27,-28.51,58.00
2014,10,0.00,0.00,0.00,57.12,-24.10,-28.71,56.95
2014,11,0.00,0.00,0.00,57.12,-23.18,-28.94,55.72
2014,12,0.00,0.00,0.00,57.12,-25.54,-31.14,45.21
2014,13,3283.08,0.00,0.06,57.12,-23.42,-30.41,48.46
2014,14,4806.52,0.00,0.10,57.12,-20.78,-26.50,69.92
2014,15,5993.44,0.00,0.18,57.12,-21.30,-28.31,59.09
2014,16,7016.55,0.00,0.22,57.12,-23.05,-29.00,55.39
2014,17,7939.26,0.00,0.38,57.12,-17.90,-28.22,59.60
2014,18,8793.08,3.50,0.31,60.63,-14.37,-22.71,98.47
2014,19,9596.27,5.06,0.44,65.68,-10.30,-18.84,138.01
2014,20,10360.47,3.35,0.51,69.04,-4.58,-14.74,194.78
2014,21,11093.62,0.00,0.65,69.04,-0.27,-10.07,284.42
2014,22,11801.38,0.00,0.69,69.04,-4.64,-11.61,251.46
2014,23,12487.97,0.00,0.83,69.04,-2.72,-8.90,311.90
2014,24,13156.57,0.00,1.30,69.04,-1.44,-7.09,359.06
2014,25,13809.71,0.00,2.01,69.04,-0.60,-7.69,342.65
2014,26,14449.39,0.00,2.62,68.71,3.79,-5.22,414.21
2014,27,15077.21,0.00,2.48,67.84,3.35,-3.94,456.33
2014,28,15694.52,0.00,4.27,67.35,3.33,-4.82,427.15
2014,29,16302.43,0.00,4.72,67.35,-1.89,-8.08,332.57
2014,30,16901.87,0.00,5.65,67.35,-4.17,-10.59,272.82
2014,31,17493.63,0.00,5.67,67.35,-4.72,-10.32,278.82
2014,32,18078.39,0.00,7.39,67.35,-4.63,-10.20,281.40
2014,33,18656.74,0.00,9.68,67.35,-5.72,-12.23,239.14
2014,34,19229.21,0.00,11.44,67.35,-4.71,-11.77,248.30
2014,35,19796.22,0.00,13.03,67.35,-3.49,-10.58,273.12
2014,36,20358.19,0.00,14.66,67.35,-6.39,-12.83,227.77
2014,37,20915.46,0.00,24.08,67.35,-11.57,-28.87,56.08
2014,38,21468.35,0.00,3.96,67.35,-25.89,-26.82,67.88
2014,39,22017.13,0.00,22.46,67.35,-18.25,-25.42,77.14
2014,40,22562.07,0.00,29.81,67.35,-18.08,-28.38,58.70
2014,41,23103.39,0.00,34.12,67.35,-14.73,-27.95,61.14
2014,42,23641.31,0.00,39.43,67.35,-18.17,-33.45,36.10
2014,43,24176.00,0.00,27.21,67.35,-30.74,-36.74,25.98
2014,44,24707.66,0.00,39.60,67.35,-27.15,-36.67,26.18
2014,45,25236.44,0.00,28.70,67.35,-27.32,-32.68,38.93
2014,46,25762.49,0.00,31.82,67.35,-27.26,-32.77,38.59
2014,47,26285.95,0.00,50.90,67.35,-23.07,-33.02,37.67
2014,48,26806.95,0.00,37.02,67.35,-25.78,-31.30,44.51
2014,49,27325.62,0.00,46.07,67.35,-25.34,-31.93,41.87
2014,50,27842.06,0.00,54.39,67.35,-22.75,-30.42,48.43
2014,51,28356.39,0.00,68.74,67.35,-20.32,-30.64,47.42
2014,52,28868.71,0.00,68.82,67.35,-17.12,-26.43,70.33
2014,53,29379.12,0.00,80.87,67.35,-9.31,-21.95,105.30
2014,54,29887.71,0.00,77.51,67.35,-4.62,-14.91,192.14
2014,55,30394.56,0.00,81.06,67.35,-3.01,-13.11,222.63
2014,56,30899.77,0.00,87.65,67.35,-4.49,-15.31,185.89
2014,57,31403.41,0.00,92.95,67.35,-4.48,-15.46,183.57
2014,58,31905.56,0.00,93.18,67.35,-1.44,-11.66,250.40
2014,59,32406.30,0.00,96.51,67.35,0.33,-9.85,289.26
2014,60,32905.71,0.00,93.90,67.35,-1.92,-10.94,265.41
2014,61,33403.85,0.00,100.90,67.35,-8.96,-18.30,144.54
2014,62,33900.80,0.00,125.03,67.35,-16.04,-29.64,52.12
2014,63,34396.61,0.00,77.57,67.35,-27.79,-33.73,35.14
2014,64,34891.37,0.00,100.77,67.35,-26.13,-34.00,34.20
2014,65,35385.13,0.00,134.09,67.35,-15.82,-27.98,60.98
2014,66,35877.96,0.00,124.83,67.35,-15.04,-25.08,79.60
2014,67,36369.92,0.00,87.18,67.35,-25.12,-30.83,46.56
2014,68,36861.08,0.00,106.71,67.35,-23.54,-30.66,47.30
2014,69,37351.48,0.00,141.70,67.35,-20.59,-31.02,45.70
2014,70,37841.20,0.00,164.39,67.35,-10.41,-24.13,86.72
2014,71,38330.30,0.00,135.00,67.35,-5.25,-14.10,205.38
2014,72,38818.82,0.00,122.45,67.35,-5.73,-12.99,224.98
2014,73,39306.84,0.00,157.77,67.35,-0.80,-11.10,246.50
2014,74,39794.40,0.00,178.55,67.35,-4.41,-16.90,146.56
2014,75,40281.57,0.00,137.50,67.35,-10.40,-18.07,147.40
2014,76,40768.40,0.00,88.56,67.35,-10.60,-15.09,189.31
2014,77,41254.95,0.00,128.40,67.35,-6.78,-13.34,218.55
2014,78,41741.28,0.00,139.81,67.35,-10.47,-17.48,154.89
2014,79,42227.43,0.00,173.67,67.35,-6.35,-15.58,165.12
2014,80,42713.48,0.00,142.41,67.35,-6.27,-13.11,215.87
2014,81,43199.47,0.00,201.86,67.35,-1.92,-12.92,169.74
2014,82,43685.46,0.00,195.43,67.35,0.86,-9.21,214.36
2014,83,44171.50,0.00,202.06,67.35,1.48,-8.71,212.27
2014,84,44657.66,0.00,133.13,67.35,-2.67,-8.31,297.76
2014,85,45143.98,0.00,140.46,67.35,-3.17,-8.93,278.29
2014,86,45630.53,0.00,195.40,67.35,-1.54,-9.95,206.76
2014,87,46117.36,0.00,188.05,67.35,-3.97,-11.62,195.59
2014,88,46604.53,0.00,190.96,67.35,-4.62,-12.14,174.27
2014,89,47092.10,0.00,190.11,67.35,-7.28,-14.49,154.66
2014,90,47580.11,0.00,174.82,67.35,-7.37,-13.67,172.14
2014,91,48068.63,0.00,183.61,67.35,-9.21,-15.68,143.46
2014,92,48557.73,0.00,224.33,67.35,-8.43,-16.55,114.15
2014,93,49047.45,0.00,255.43,67.35,-6.89,-16.86,94.45
2014,94,49537.85,0.00,246.43,67.35,-9.50,-18.60,92.25
2014,95,50029.00,0.00,187.03,67.35,-14.10,-20.06,109.93
2014,96,50520.96,0.00,226.75,67.35,-12.62,-20.04,94.71
2014,97,51013.79,0.00,281.96,67.35,-19.61,-30.20,43.42
2014,98,51507.55,0.00,97.46,67.35,-28.65,-31.38,44.17
2014,99,52002.30,0.00,272.17,67.35,-18.29,-27.48,53.30
2014,100,52498.12,0.00,194.19,67.35,-16.17,-21.67,96.81
2014,101,52995.06,0.00,153.38,67.35,-15.63,-19.73,123.67
2014,102,53493.20,0.00,279.55,67.35,-7.29,-16.00,84.92
2014,103,53992.60,0.00,189.19,67.35,-3.12,-8.13,190.64
2014,104,54493.34,0.00,103.92,67.35,-4.63,-7.15,314.79
2014,105,54995.49,0.00,87.26,67.03,-3.24,-5.24,381.61
2014,106,55499.13,0.00,146.51,67.03,-5.45,-8.91,229.26
2014,107,56004.33,0.00,159.31,67.03,-7.54,-11.24,190.80
2014,108,56511.18,0.00,316.91,67.03,-3.11,-12.15,78.73
2014,109,57019.77,0.00,270.56,67.03,-2.81,-9.56,104.81
2014,110,57530.17,0.00,302.20,67.03,-0.96,-8.91,103.72
2014,111,58042.48,0.00,151.44,67.03,-5.17,-8.45,222.80
2014,112,58556.81,0.00,339.90,67.03,1.06,-8.43,108.01
2014,113,59073.25,0.00,359.92,67.03,0.73,-10.27,92.47
2014,114,59591.91,0.00,348.82,67.03,-1.11,-11.02,86.78
2014,115,60112.91,0.00,134.78,66.37,-1.61,-4.44,289.40
2014,116,60636.36,0.00,201.98,65.79,-0.34,-4.60,181.87
2014,117,61162.41,0.00,264.80,65.10,1.43,-4.37,150.68
2014,118,61691.18,0.00,242.40,65.10,-1.10,-6.19,130.00
2014,119,62222.83,4.82,83.75,65.08,-3.81,-5.95,352.56
2014,120,62757.52,0.00,233.11,65.08,-3.30,-7.97,128.54
2014,121,63295.43,0.00,271.24,63.74,2.80,-2.82,170.65
2014,122,63836.74,0.00,252.65,61.23,5.06,-0.01,212.82
2014,123,64381.67,0.00,205.46,58.47,4.44,0.56,222.43
2014,124,64930.45,0.00,389.13,58.47,2.84,-7.91,112.80
2014,125,65483.33,0.00,193.81,58.47,-6.48,-10.04,149.84
2014,126,66040.59,3.47,167.84,61.94,-4.88,-9.02,174.76
2014,127,66602.54,0.00,379.76,61.94,-4.24,-13.32,71.13
2014,128,67169.55,0.00,393.33,61.94,-4.81,-15.07,61.00
2014,129,67742.00,0.00,278.60,61.94,-3.23,-8.54,106.97
2014,130,68320.34,2.48,181.58,61.58,-0.67,-5.16,174.44
2014,131,68905.09,0.00,219.28,59.82,2.15,-1.82,184.76
2014,132,69496.83,0.00,219.47,56.84,5.03,1.11,232.08
2014,133,70096.25,12.39,308.46,69.23,3.07,-8.85,104.29
2014,134,70704.14,0.00,369.89,69.23,-1.31,-9.68,97.19
2014,135,71321.43,0.00,306.24,67.55,4.20,-1.99,182.18
2014,136,71949.23,3.78,148.39,65.87,1.69,-2.00,285.67
2014,137,72588.87,5.36,277.61,71.23,0.86,-7.85,113.38
2014,138,73241.98,0.00,212.92,71.23,-9.51,-13.42,163.17
2014,139,73910.55,0.00,422.25,71.23,-0.98,-14.52,64.04
2014,140,74597.09,0.00,148.68,70.89,-2.50,-5.20,316.88
2014,141,75304.81,0.00,282.81,70.89,-5.90,-11.46,129.67
2014,142,76037.90,0.00,347.52,70.89,-4.11,-11.64,90.68
2014,143,76802.02,0.00,256.29,70.89,-6.46,-11.27,145.24
2014,144,77605.12,0.00,415.57,70.89,0.27,-12.34,77.45
2014,145,78458.81,6.55,95.06,70.33,-2.38,-4.66,402.53
2014,146,79381.34,0.00,213.40,69.42,0.16,-3.85,275.53
2014,147,80404.18,5.14,97.09,67.29,1.45,-0.91,531.99
2014,148,81590.62,0.00,135.78,64.75,2.53,0.04,505.00
2014,149,83112.90,0.00,253.37,61.44,6.97,1.89,310.48
2014,150,86400.00,5.73,228.87,57.97,9.35,2.25,323.47
2014,151,86400.00,7.74,177.10,54.96,6.13,1.17,457.08
2014,152,86400.00,7.05,110.74,52.83,1.98,-0.92,567.40
2014,153,86400.00,0.00,59.72,50.98,-0.73,-1.61,542.76
2014,154,86400.00,0.00,334.37,48.97,6.66,-1.19,275.00
2014,155,86400.00,0.00,95.16,45.19,4.71,2.98,756.27
2014,156,86400.00,8.72,215.02,43.39,4.39,-1.71,402.99
2014,157,86400.00,17.73,196.25,41.89,2.88,-2.42,442.40
2014,158,86400.00,0.00,304.53,40.41,3.95,-2.47,383.88
2014,159,86400.00,0.00,267.96,36.58,8.54,3.10,572.50
2014,160,86400.00,6.49,198.19,32.50,9.17,3.73,698.72
2014,161,86400.00,7.29,162.18,28.90,6.81,2.57,731.75
2014,162,86400.00,13.63,178.22,26.73,3.83,-0.85,574.11
2014,163,86400.00,8.81,84.01,24.89,0.31,-1.62,542.36
2014,164,86400.00,0.00,335.47,22.68,6.75,-0.73,479.43
2014,165,86400.00,0.00,190.65,19.59,4.82,1.36,673.70
2014,166,86400.00,0.00,314.17,15.62,10.25,3.45,637.55
2014,167,86400.00,0.00,232.70,10.65,10.29,5.83,859.93
2014,168,86400.00,3.47,212.15,6.07,10.80,4.91,834.37
2014,169,86400.00,7.16,108.85,2.84,4.20,1.69,690.11
2014,170,86400.00,0.00,117.26,0.09,2.50,0.53,634.70
2014,171,86400.00,0.00,325.91,0.00,9.92,0.76,544.19
2014,172,86400.00,0.00,79.99,0.00,9.09,7.63,1045.57
2014,173,86400.00,14.41,164.21,0.00,8.35,3.83,803.16
2014,174,86400.00,0.00,207.22,0.00,7.78,3.71,796.35
2014,175,86400.00,0.00,290.49,0.00,10.43,3.59,726.12
2014,176,86400.00,9.30,69.52,0.00,6.62,4.94,868.24
2014,177,86400.00,6.72,71.70,0.00,3.91,2.19,715.26
2014,178,86400.00,6.61,51.71,0.00,1.64,0.52,634.03
2014,179,86400.00,0.00,255.76,0.00,7.01,1.60,685.31
2014,180,86400.00,0.00,273.13,0.00,10.00,3.88,799.79
2014,181,86400.00,4.22,127.20,0.00,11.14,7.81,1058.62
2014,182,86400.00,0.00,90.56,0.00,9.78,8.12,1081.37
2014,183,86400.00,16.53,54.96,0.00,7.30,6.03,936.63
2014,184,86400.00,6.52,87.37,0.00,6.44,4.31,831.07
2014,185,86400.00,0.00,256.07,0.00,10.20,4.62,848.91
2014,186,86400.00,0.00,239.74,0.00,14.03,8.79,1131.02
2014,187,86400.00,0.00,211.90,0.00,15.76,11.24,1333.14
2014,188,86400.00,0.00,145.06,0.00,13.20,10.36,1257.24
2014,189,86400.00,0.00,280.99,0.00,12.57,5.75,918.35
2014,190,86400.00,4.60,209.71,0.00,10.99,4.21,824.78
2014,191,86400.00,0.00,173.90,0.00,12.66,9.13,1157.52
2014,192,86400.00,13.78,174.81,0.00,11.93,6.80,987.84
2014,193,86400.00,30.99,60.25,0.00,5.37,3.92,808.15
2014,194,86400.00,21.00,70.58,0.00,5.38,3.65,793.35
2014,195,84214.35,26.44,80.54,0.00,4.54,2.61,736.90
2014,196,82294.92,0.00,246.56,0.00,7.40,2.42,726.99
2014,197,80975.77,0.00,146.97,0.00,6.98,4.35,833.02
2014,198,79881.86,0.00,174.14,0.00,6.88,3.76,799.55
2014,199,78913.97,10.20,218.12,0.00,5.00,-1.24,557.82
2014,200,78028.43,6.86,175.67,0.00,3.17,-1.26,557.07
2014,201,77201.59,5.16,197.81,0.00,4.67,-0.51,588.26
2014,202,76418.99,5.59,144.40,0.00,4.39,0.93,653.34
2014,203,75671.07,7.45,93.25,0.00,3.81,1.70,690.48
